,Polarization_bool,retweetCount
3670,1,548
3671,-1,688
3672,1,792
3673,1,6861
3674,1,3496
3675,1,460
3676,0,182
3677,-1,858
3678,1,1299
3679,1,1628
3680,0,1540
3681,-1,1924
3682,1,574
3683,0,606
3684,0,293
3685,0,726
3686,1,629
3687,1,13175
3688,-1,944
3689,0,2555
3690,1,539
3691,0,232
3692,1,860
3693,-1,4540
3694,1,1666
3695,1,921
3696,1,1753
3697,1,476
3698,0,437
3699,1,545
3700,0,379
3701,1,1477
3702,-1,215
3703,0,476
3704,1,1565
3705,1,1326
3706,1,821
3707,1,1390
3708,1,5153
3709,1,1356
3710,-1,675
3711,-1,340
3712,-1,469
3713,1,1101
3714,-1,6972
3715,-1,3732
3716,0,854
3717,-1,2604
3718,1,653
3719,-1,712
3720,1,5670
3721,1,466
3722,-1,2083
3723,-1,478
3724,1,4725
3725,1,206
3726,1,879
3727,1,267
3728,-1,761
3729,1,1982
3730,1,929
3731,1,275
3732,-1,3451
3733,1,649
3734,1,349
3735,-1,3765
3736,-1,1656
3737,-1,822
3738,-1,1471
3739,1,405
3740,1,482
3741,-1,438
3742,1,479
3743,-1,3073
3744,1,631
3745,0,810
3746,-1,229
3747,1,5594
3748,1,2135
3749,-1,1522
3750,-1,2058
3751,0,479
3752,-1,287
3753,1,1138
3754,1,2013
3755,1,583
3756,1,552
3757,-1,469
3758,1,496
3759,1,772
3760,-1,397
3761,0,217
3762,-1,507
3763,1,2164
3764,1,659
3765,1,372
3766,-1,261
3767,1,1625
3768,1,404
3769,1,1250
3770,1,11725
3771,-1,996
3772,1,800
3773,-1,634
3774,1,827
3775,-1,1931
3776,1,453
3777,1,307
3778,1,363
3779,-1,970
3780,-1,471
3781,1,1720
3782,-1,252
3783,-1,755
3784,-1,901
3785,1,525
3786,-1,519
3787,1,759
3788,1,653
3789,1,1640
3790,1,1555
3791,1,2905
3792,1,23144
3793,1,20840
3794,1,470
3795,-1,607
3796,-1,1398
3797,1,549
3798,-1,1597
3799,1,2104
3800,-1,219
3801,1,244
3802,1,1956
3803,-1,1967
3804,0,21936
3805,-1,726
3806,1,596
3807,-1,182
3808,1,1419
3809,1,525
3810,1,1888
3811,1,5834
3812,1,417
3813,-1,212
3814,0,798
3815,0,1401
3816,1,1321
3817,1,5107
3818,-1,743
3819,1,1227
3820,-1,352
3821,1,1721
3822,0,144
3823,1,155
3824,1,1270
3825,0,475
3826,1,413
3827,-1,425
3828,1,1382
3829,0,564
3830,1,449
3831,1,346
3832,-1,350
3833,1,7025
3834,1,2626
3835,-1,495
3836,1,736
3837,1,956
3838,1,538
3839,-1,683
3840,1,1178
3841,1,9598
3842,1,7657
3843,-1,1314
3844,1,931
3845,1,508
3846,1,513
3847,0,749
3848,-1,659
3849,-1,2523
3850,-1,1736
3851,1,1410
3852,1,1676
3853,-1,601
3854,0,320
3855,1,716
3856,1,1785
3857,1,1363
3858,1,935
3859,1,2737
3860,1,315
3861,0,458
3862,1,2289
3863,1,1353
3864,-1,799
3865,-1,1051
3866,-1,907
3867,1,2051
3868,-1,12436
3869,1,728
3870,-1,1413
3871,0,2153
3872,1,750
3873,1,2008
3874,0,415
3875,1,375
3876,1,244
3877,1,1454
3878,0,511
3879,1,193
3880,-1,4469
3881,-1,2412
3882,1,1944
3883,0,649
3884,0,1022
3885,1,684
3886,0,727
3887,-1,1494
3888,1,467
3889,1,326
3890,1,2412
3891,0,1435
3892,-1,691
3893,1,695
3894,1,1366
3895,0,835
3896,1,3276
3897,0,3141
3898,0,1340
3899,-1,1208
3900,-1,456
3901,0,368
3902,0,449
3903,0,1623
3904,1,1189
3905,-1,143
3906,1,1446
3907,-1,1404
3908,-1,2168
3909,-1,1897
3910,-1,554
3911,0,1650
3912,-1,5692
3913,1,187
3914,1,1178
3915,1,3790
3916,-1,327
3917,1,1859
3918,-1,1145
3919,-1,312
3920,1,798
3921,1,170
3922,1,589
3923,0,240
3924,-1,2054
3925,-1,4579
3926,-1,4212
3927,0,207
3928,1,788
3929,-1,692
3930,-1,480
3931,-1,3453
3932,0,254
3933,1,219
3934,0,2012
3935,0,12498
3936,1,689
3937,1,395
3938,1,958
3939,-1,754
3940,1,1366
3941,-1,955
3942,1,740
3943,0,739
3944,1,516
3945,-1,699
3946,1,797
3947,0,941
3948,1,520
3949,-1,347
3950,-1,2529
3951,-1,166
3952,1,216
3953,1,266
3954,-1,2356
3955,0,1399
3956,1,2579
3957,-1,4676
3958,1,3532
3959,1,659
3960,-1,3354
3961,-1,5602
3962,1,305
3963,-1,871
3964,1,717
3965,-1,1338
3966,1,10351
3967,-1,3884
3968,-1,193
3969,1,1933
3970,-1,1171
3971,1,625
3972,-1,770
3973,-1,9901
3974,0,2751
3975,1,431
3976,1,1504
3977,1,223
3978,1,3464
3979,-1,339
3980,1,486
3981,1,257
3982,1,2127
3983,-1,821
3984,1,689
3985,0,720
3986,1,7237
3987,1,212
3988,-1,292
3989,-1,2138
3990,-1,152
3991,1,5247
3992,-1,1163
3993,1,1170
3994,1,850
3995,0,271
3996,1,6661
3997,1,1819
3998,-1,2007
3999,1,457
